country,continent,year,lifeExp,pop,gdpPercap,log_gdp
Djibouti,Africa,1967,42.074,127617,3020.050513,8.013028836
Djibouti,Africa,1972,44.366,178848,3694.212352,8.214522645
Djibouti,Africa,1977,46.519,228694,3081.761022,8.033256473
Djibouti,Africa,1982,48.812,305991,2879.468067,7.965360857
Djibouti,Africa,1987,50.04,311025,2880.102568,7.965581186
Djibouti,Africa,1992,51.604,384156,2377.156192,7.773660175
Djibouti,Africa,1997,53.157,417908,1895.016984,7.54698308
Djibouti,Africa,2002,53.373,447416,1908.260867,7.553947565
Djibouti,Africa,2007,54.791,496374,2082.481567,7.641315523
Dominican Republic,Americas,1952,45.928,2491346,1397.717137,7.242595568
Dominican Republic,Americas,1957,49.828,2923186,1544.402995,7.342392704
Dominican Republic,Americas,1962,53.459,3453434,1662.137359,7.415859619
Dominican Republic,Americas,1967,56.751,4049146,1653.723003,7.410784391
Dominican Republic,Americas,1972,59.631,4671329,2189.874499,7.691599515
Dominican Republic,Americas,1977,61.788,5302800,2681.9889,7.894313925
Dominican Republic,Americas,1982,63.727,5968349,2861.092386,7.958958784
Dominican Republic,Americas,1987,66.046,6655297,2899.842175,7.972411592
Dominican Republic,Americas,1992,68.457,7351181,3044.214214,8.020998089
Dominican Republic,Americas,1997,69.957,7992357,3614.101285,8.192598496
Dominican Republic,Americas,2002,70.847,8650322,4563.808154,8.425912675
Dominican Republic,Americas,2007,72.235,9319622,6025.374752,8.703734956
Ecuador,Americas,1952,48.357,3548753,3522.110717,8.166815724
Ecuador,Americas,1957,51.356,4058385,3780.546651,8.237623895
Ecuador,Americas,1962,54.64,4681707,4086.114078,8.315349694
Ecuador,Americas,1967,56.678,5432424,4579.074215,8.42925212
Ecuador,Americas,1972,58.796,6298651,5280.99471,8.571869751
Ecuador,Americas,1977,61.31,7278866,6679.62326,8.806816867
Ecuador,Americas,1982,64.342,8365850,7213.791267,8.883749927
Ecuador,Americas,1987,67.231,9545158,6481.776993,8.776749979
Ecuador,Americas,1992,69.613,10748394,7103.702595,8.868371419
Ecuador,Americas,1997,72.312,11911819,7429.455877,8.913207902
Ecuador,Americas,2002,74.173,12921234,5773.044512,8.660954865
Ecuador,Americas,2007,74.994,13755680,6873.262326,8.835394138
Egypt,Africa,1952,41.893,22223309,1418.822445,7.257582542
Egypt,Africa,1957,44.444,25009741,1458.915272,7.285448474
Egypt,Africa,1962,46.992,28173309,1693.335853,7.43445574
Egypt,Africa,1967,49.293,31681188,1814.880728,7.50377503
Egypt,Africa,1972,51.137,34807417,2024.008147,7.612835056
Egypt,Africa,1977,53.319,38783863,2785.493582,7.932180365
Egypt,Africa,1982,56.006,45681811,3503.729636,8.16158329
Egypt,Africa,1987,59.797,52799062,3885.46071,8.264996843
Egypt,Africa,1992,63.674,59402198,3794.755195,8.241375181
Egypt,Africa,1997,67.217,66134291,4173.181797,8.336434045
Egypt,Africa,2002,69.806,73312559,4754.604414,8.466868778
Egypt,Africa,2007,71.338,80264543,5581.180998,8.627155681
El Salvador,Americas,1952,45.262,2042865,3048.3029,8.022340289
El Salvador,Americas,1957,48.57,2355805,3421.523218,8.137841116
El Salvador,Americas,1962,52.307,2747687,3776.803627,8.23663333
El Salvador,Americas,1967,55.855,3232927,4358.595393,8.379905127
El Salvador,Americas,1972,58.207,3790903,4520.246008,8.416321698
El Salvador,Americas,1977,56.696,4282586,5138.922374,8.544598682
El Salvador,Americas,1982,56.604,4474873,4098.344175,8.318338311
El Salvador,Americas,1987,63.154,4842194,4140.442097,8.328557848
El Salvador,Americas,1992,66.798,5274649,4444.2317,8.399362287
El Salvador,Americas,1997,69.535,5783439,5154.825496,8.547688544
El Salvador,Americas,2002,70.734,6353681,5351.568666,8.585145006
El Salvador,Americas,2007,71.878,6939688,5728.353514,8.653183424
Equatorial Guinea,Africa,1952,34.482,216964,375.6431231,5.928639552
Equatorial Guinea,Africa,1957,35.983,232922,426.0964081,6.054665631
Equatorial Guinea,Africa,1962,37.485,249220,582.8419714,6.367916089
Equatorial Guinea,Africa,1967,38.987,259864,915.5960025,6.819575222
Equatorial Guinea,Africa,1972,40.516,277603,672.4122571,6.51087163
Equatorial Guinea,Africa,1977,42.024,192675,958.5668124,6.865439265
Equatorial Guinea,Africa,1982,43.662,285483,927.8253427,6.832843507
Equatorial Guinea,Africa,1987,45.664,341244,966.8968149,6.874091783
Equatorial Guinea,Africa,1992,47.545,387838,1132.055034,7.031789874
Equatorial Guinea,Africa,1997,48.245,439971,2814.480755,7.942533067
Equatorial Guinea,Africa,2002,49.348,495627,7703.4959,8.949429518
Equatorial Guinea,Africa,2007,51.579,551201,12154.08975,9.405420997
Eritrea,Africa,1952,35.928,1438760,328.9405571,5.795877057
Eritrea,Africa,1957,38.047,1542611,344.1618859,5.841112145
Eritrea,Africa,1962,40.158,1666618,380.9958433,5.942788465
Eritrea,Africa,1967,42.189,1820319,468.7949699,6.150165508
Eritrea,Africa,1972,44.142,2260187,514.3242082,6.242853822
Eritrea,Africa,1977,44.535,2512642,505.7538077,6.226050005
Eritrea,Africa,1982,43.89,2637297,524.8758493,6.263161757
Eritrea,Africa,1987,46.453,2915959,521.1341333,6.256007462
Eritrea,Africa,1992,49.991,3668440,582.8585102,6.367944464
Eritrea,Africa,1997,53.378,4058319,913.47079,6.817251399
Eritrea,Africa,2002,55.24,4414865,765.3500015,6.640333247
Eritrea,Africa,2007,58.04,4906585,641.3695236,6.463605771
Ethiopia,Africa,1952,34.078,20860941,362.1462796,5.892048217
Ethiopia,Africa,1957,36.667,22815614,378.9041632,5.937283306
Ethiopia,Africa,1962,40.059,25145372,419.4564161,6.038959626
Ethiopia,Africa,1967,42.115,27860297,516.1186438,6.246336669
Ethiopia,Africa,1972,43.515,30770372,566.2439442,6.339024982
Ethiopia,Africa,1977,44.51,34617799,556.8083834,6.322221165
Ethiopia,Africa,1982,44.916,38111756,577.8607471,6.359332918
Ethiopia,Africa,1987,46.684,42999530,573.7413142,6.352178623
Ethiopia,Africa,1992,48.091,52088559,421.3534653,6.043472066
Ethiopia,Africa,1997,49.402,59861301,515.8894013,6.245892404
Ethiopia,Africa,2002,50.725,67946797,530.0535319,6.272978005
Ethiopia,Africa,2007,52.947,76511887,690.8055759,6.537858418
Finland,Europe,1952,66.55,4090500,6424.519071,8.767877054
Finland,Europe,1957,67.49,4324000,7545.415386,8.928695424
Finland,Europe,1962,68.75,4491443,9371.842561,9.145465001
Finland,Europe,1967,69.83,4605744,10921.63626,9.298501079
Finland,Europe,1972,70.87,4639657,14358.8759,9.57212356
Finland,Europe,1977,72.52,4738902,15605.42283,9.65537375
Finland,Europe,1982,74.55,4826933,18533.15761,9.82731671
Finland,Europe,1987,74.83,4931729,21141.01223,9.95897014
Finland,Europe,1992,75.7,5041039,20647.16499,9.9353333
Finland,Europe,1997,77.13,5134406,23723.9502,10.07424037
Finland,Europe,2002,78.37,5193039,28204.59057,10.24724003
Finland,Europe,2007,79.313,5238460,33207.0844,10.41051852
France,Europe,1952,67.41,42459667,7029.809327,8.857914862
France,Europe,1957,68.93,44310863,8662.834898,9.066797303
France,Europe,1962,70.51,47124000,10560.48553,9.264874534
France,Europe,1967,71.55,49569000,12999.91766,9.472698303
France,Europe,1972,72.38,51732000,16107.19171,9.687021141
France,Europe,1977,73.83,53165019,18292.63514,9.814253806
France,Europe,1982,74.89,54433565,20293.89746,9.918075502
France,Europe,1987,76.34,55630100,22066.44214,10.00181328
France,Europe,1992,77.46,57374179,24703.79615,10.1147122
France,Europe,1997,78.64,58623428,25889.78487,10.16160376
France,Europe,2002,79.59,59925035,28926.03234,10.27249724
France,Europe,2007,80.657,61083916,30470.0167,10.32449842
Gabon,Africa,1952,37.003,420702,4293.476475,8.364852051
Gabon,Africa,1957,38.999,434904,4976.198099,8.512421445
Gabon,Africa,1962,40.489,455661,6631.459222,8.799580153
Gabon,Africa,1967,44.598,489004,8358.761987,9.031065607
Gabon,Africa,1972,48.69,537977,11401.94841,9.341539533
Gabon,Africa,1977,52.79,706367,21745.57328,9.987165488
Gabon,Africa,1982,56.564,753874,15113.36194,9.623334528
Gabon,Africa,1987,60.19,880397,11864.40844,9.38129831
Gabon,Africa,1992,61.366,985739,13522.15752,9.512084917
Gabon,Africa,1997,60.461,1126189,14722.84188,9.597155436
Gabon,Africa,2002,56.761,1299304,12521.71392,9.43521953
Gabon,Africa,2007,56.735,1454867,13206.48452,9.488463239
Gambia,Africa,1952,30,284320,485.2306591,6.184624364
Gambia,Africa,1957,32.065,323150,520.9267111,6.255609362
Gambia,Africa,1962,33.896,374020,599.650276,6.396346612
Gambia,Africa,1967,35.857,439593,734.7829124,6.599575098
Gambia,Africa,1972,38.308,517101,756.0868363,6.628156232
Gambia,Africa,1977,41.842,608274,884.7552507,6.785311054
Gambia,Africa,1982,45.58,715523,835.8096108,6.728400849
Gambia,Africa,1987,49.265,848406,611.6588611,6.416174711
Gambia,Africa,1992,52.644,1025384,665.6244126,6.500725566
Gambia,Africa,1997,55.861,1235767,653.7301704,6.482694683
Gambia,Africa,2002,58.041,1457766,660.5855997,6.493126714
Gambia,Africa,2007,59.448,1688359,752.7497265,6.623732804
Germany,Europe,1952,67.5,69145952,7144.114393,8.874044135
Germany,Europe,1957,69.1,71019069,10187.82665,9.228948821
Germany,Europe,1962,70.3,73739117,12902.46291,9.465173495
Germany,Europe,1967,70.8,76368453,14745.62561,9.598701749
Germany,Europe,1972,71,78717088,18016.18027,9.799025537
Germany,Europe,1977,72.5,78160773,20512.92123,9.92881027
Germany,Europe,1982,73.8,78335266,22031.53274,10.00023001
Germany,Europe,1987,74.847,77718298,24639.18566,10.11209337
Germany,Europe,1992,76.07,80597764,26505.30317,10.18510011
Germany,Europe,1997,77.34,82011073,27788.88416,10.23239137
Germany,Europe,2002,78.67,82350671,30035.80198,10.31014535
Germany,Europe,2007,79.406,82400996,32170.37442,10.37880126
Ghana,Africa,1952,43.149,5581001,911.2989371,6.814870985
Ghana,Africa,1957,44.779,6391288,1043.561537,6.950394697
Ghana,Africa,1962,46.452,7355248,1190.041118,7.081743138
Ghana,Africa,1967,48.072,8490213,1125.69716,7.02615782
Ghana,Africa,1972,49.875,9354120,1178.223708,7.071763251
Ghana,Africa,1977,51.756,10538093,993.2239571,6.900956174
Ghana,Africa,1982,53.744,11400338,876.032569,6.775403269
Ghana,Africa,1987,55.729,14168101,847.0061135,6.741707912
Ghana,Africa,1992,57.501,16278738,925.060154,6.829858767
Ghana,Africa,1997,58.556,18418288,1005.245812,6.91298738
Ghana,Africa,2002,58.453,20550751,1111.984578,7.013901606
Ghana,Africa,2007,60.022,22873338,1327.60891,7.191134791
Greece,Europe,1952,65.86,7733250,3530.690067,8.169248617
Greece,Europe,1957,67.86,8096218,4916.299889,8.500311471
Greece,Europe,1962,69.51,8448233,6017.190733,8.702375774
Greece,Europe,1967,71,8716441,8513.097016,9.049361082
Greece,Europe,1972,72.34,8888628,12724.82957,9.451310448
Greece,Europe,1977,73.68,9308479,14195.52428,9.560682002
Greece,Europe,1982,75.24,9786480,15268.42089,9.63354198
Greece,Europe,1987,76.67,9974490,16120.52839,9.687848794
Greece,Europe,1992,77.03,10325429,17541.49634,9.772324572
Greece,Europe,1997,77.869,10502372,18747.69814,9.838826258
Greece,Europe,2002,78.256,10603863,22514.2548,10.02190393
Greece,Europe,2007,79.483,10706290,27538.41188,10.2233371
Guatemala,Americas,1952,42.023,3146381,2428.237769,7.794921075
Guatemala,Americas,1957,44.142,3640876,2617.155967,7.869843498
Guatemala,Americas,1962,46.954,4208858,2750.364446,7.919488708
Guatemala,Americas,1967,50.016,4690773,3242.531147,8.084109522
Guatemala,Americas,1972,53.738,5149581,4031.408271,8.301871041
Guatemala,Americas,1977,56.029,5703430,4879.992748,8.492899013
Guatemala,Americas,1982,58.137,6395630,4820.49479,8.480631855
Guatemala,Americas,1987,60.782,7326406,4246.485974,8.35384709
Guatemala,Americas,1992,63.373,8486949,4439.45084,8.398285963
Guatemala,Americas,1997,66.322,9803875,4684.313807,8.451974718
Guatemala,Americas,2002,68.978,11178650,4858.347495,8.488453637
Guatemala,Americas,2007,70.259,12572928,5186.050003,8.553727608
Guinea,Africa,1952,33.609,2664249,510.1964923,6.234795931
Guinea,Africa,1957,34.558,2876726,576.2670245,6.356571137
Guinea,Africa,1962,35.753,3140003,686.3736739,6.531422194
Guinea,Africa,1967,37.197,3451418,708.7595409,6.563516317
Guinea,Africa,1972,38.842,3811387,741.6662307,6.608899318
Guinea,Africa,1977,40.762,4227026,874.6858643,6.77386481
Guinea,Africa,1982,42.891,4710497,857.2503577,6.753730009
Guinea,Africa,1987,45.552,5650262,805.5724718,6.69155317
Guinea,Africa,1992,48.576,6990574,794.3484384,6.677522204
Guinea,Africa,1997,51.455,8048834,869.4497668,6.76786056
Guinea,Africa,2002,53.676,8807818,945.5835837,6.851802286
Guinea,Africa,2007,56.007,9947814,942.6542111,6.848699525
Guinea-Bissau,Africa,1952,32.5,580653,299.850319,5.703283413
Guinea-Bissau,Africa,1957,33.489,601095,431.7904566,6.067940416
Guinea-Bissau,Africa,1962,34.488,627820,522.0343725,6.257733433
Guinea-Bissau,Africa,1967,35.492,601287,715.5806402,6.573094297
Guinea-Bissau,Africa,1972,36.486,625361,820.2245876,6.70957819
Guinea-Bissau,Africa,1977,37.465,745228,764.7259628,6.639517551
Guinea-Bissau,Africa,1982,39.327,825987,838.1239671,6.731166022
Guinea-Bissau,Africa,1987,41.245,927524,736.4153921,6.601794351
Guinea-Bissau,Africa,1992,43.266,1050938,745.5398706,6.614108614
Guinea-Bissau,Africa,1997,44.873,1193708,796.6644681,6.680433597
Guinea-Bissau,Africa,2002,45.504,1332459,575.7047176,6.355594886
Guinea-Bissau,Africa,2007,46.388,1472041,579.231743,6.361702644
Haiti,Americas,1952,37.579,3201488,1840.366939,7.517720254
Haiti,Americas,1957,40.696,3507701,1726.887882,7.454076155
Haiti,Americas,1962,43.59,3880130,1796.589032,7.493645164
Haiti,Americas,1967,46.243,4318137,1452.057666,7.280736909
Haiti,Americas,1972,48.042,4698301,1654.456946,7.411228105
Haiti,Americas,1977,49.923,4908554,1874.298931,7.535989965
Haiti,Americas,1982,51.461,5198399,2011.159549,7.606466725
Haiti,Americas,1987,53.636,5756203,1823.015995,7.508247549
Haiti,Americas,1992,55.089,6326682,1456.309517,7.283660787
Haiti,Americas,1997,56.671,6913545,1341.726931,7.201712818
Haiti,Americas,2002,58.137,7607651,1270.364932,7.147059486
Haiti,Americas,2007,60.916,8502814,1201.637154,7.091440201
Honduras,Americas,1952,41.912,1517453,2194.926204,7.693903705
Honduras,Americas,1957,44.665,1770390,2220.487682,7.705482127
Honduras,Americas,1962,48.041,2090162,2291.156835,7.736812137
Honduras,Americas,1967,50.924,2500689,2538.269358,7.839237773
Honduras,Americas,1972,53.884,2965146,2529.842345,7.835912266
Honduras,Americas,1977,57.402,3055235,3203.208066,8.071908107
Honduras,Americas,1982,60.909,3669448,3121.760794,8.046152479
Honduras,Americas,1987,64.492,4372203,3023.096699,8.014036982
Honduras,Americas,1992,66.399,5077347,3081.694603,8.03323492
Honduras,Americas,1997,67.659,5867957,3160.454906,8.058471254
Honduras,Americas,2002,68.565,6677328,3099.72866,8.039069858
Honduras,Americas,2007,70.198,7483763,3548.330846,8.174232588
"Hong Kong, China",Asia,1952,60.96,2125900,3054.421209,8.024345397
"Hong Kong, China",Asia,1957,64.75,2736300,3629.076457,8.196733475
"Hong Kong, China",Asia,1962,67.65,3305200,4692.648272,8.453752366
"Hong Kong, China",Asia,1967,70,3722800,6197.962814,8.731975939
"Hong Kong, China",Asia,1972,72,4115700,8315.928145,9.025928008
"Hong Kong, China",Asia,1977,73.6,4583700,11186.14125,9.322430903
"Hong Kong, China",Asia,1982,75.45,5264500,14560.53051,9.586069757
"Hong Kong, China",Asia,1987,76.2,5584510,20038.47269,9.905409339
"Hong Kong, China",Asia,1992,77.601,5829696,24757.60301,10.11688791
"Hong Kong, China",Asia,1997,80,6495918,28377.63219,10.25335651
"Hong Kong, China",Asia,2002,81.495,6762476,30209.01516,10.31589567
"Hong Kong, China",Asia,2007,82.208,6980412,39724.97867,10.58973545
Hungary,Europe,1952,64.03,9504000,5263.673816,8.568584506
Hungary,Europe,1957,66.41,9839000,6040.180011,8.706189094
Hungary,Europe,1962,67.96,10063000,7550.359877,8.929350507
Hungary,Europe,1967,69.5,10223422,9326.64467,9.140630601
Hungary,Europe,1972,69.76,10394091,10168.65611,9.227065338
Hungary,Europe,1977,69.95,10637171,11674.83737,9.365191153
Hungary,Europe,1982,69.39,10705535,12545.99066,9.437156424
Hungary,Europe,1987,69.58,10612740,12986.47998,9.471664094
Hungary,Europe,1992,69.17,10348684,10535.62855,9.262517987
Hungary,Europe,1997,71.04,10244684,11712.7768,9.368435559
Hungary,Europe,2002,72.59,10083313,14843.93556,9.605346681
Hungary,Europe,2007,73.338,9956108,18008.94444,9.798623827
Iceland,Europe,1952,72.49,147962,7267.688428,8.89119356
Iceland,Europe,1957,73.47,165110,9244.001412,9.131730124
Iceland,Europe,1962,73.68,182053,10350.15906,9.244757167
Iceland,Europe,1967,73.73,198676,13319.89568,9.497014112
Iceland,Europe,1972,74.46,209275,15798.06362,9.667642656
Iceland,Europe,1977,76.11,221823,19654.96247,9.886085128
Iceland,Europe,1982,76.99,233997,23269.6075,10.05490339
Iceland,Europe,1987,77.23,244676,26923.20628,10.20074388
Iceland,Europe,1992,78.77,259012,25144.39201,10.13239017
Iceland,Europe,1997,78.95,271192,28061.09966,10.24213954
Iceland,Europe,2002,80.5,288030,31163.20196,10.34699325
Iceland,Europe,2007,81.757,301931,36180.78919,10.49628357
India,Asia,1952,37.373,372000000,546.5657493,6.30365461
India,Asia,1957,40.249,409000000,590.061996,6.380227609
India,Asia,1962,43.605,454000000,658.3471509,6.489732377
India,Asia,1967,47.193,506000000,700.7706107,6.552180602
India,Asia,1972,50.651,567000000,724.032527,6.584836318
India,Asia,1977,54.208,634000000,813.337323,6.701145935
India,Asia,1982,56.596,708000000,855.7235377,6.751947354
India,Asia,1987,58.553,788000000,976.5126756,6.883987731
India,Asia,1992,60.223,872000000,1164.406809,7.05996706
India,Asia,1997,61.765,959000000,1458.817442,7.285381415
India,Asia,2002,62.879,1034172547,1746.769454,7.465523335
India,Asia,2007,64.698,1110396331,2452.210407,7.804745104
Indonesia,Asia,1952,37.468,82052000,749.6816546,6.619648656
Indonesia,Asia,1957,39.918,90124000,858.9002707,6.755652816
Indonesia,Asia,1962,42.518,99028000,849.2897701,6.744400436
Indonesia,Asia,1967,45.964,109343000,762.4317721,6.636513025
Indonesia,Asia,1972,49.203,121282000,1111.107907,7.013112911
Indonesia,Asia,1977,52.702,136725000,1382.702056,7.231794875
Indonesia,Asia,1982,56.159,153343000,1516.872988,7.32440625
Indonesia,Asia,1987,60.137,169276000,1748.356961,7.466431746
Indonesia,Asia,1992,62.681,184816000,2383.140898,7.776174602
Indonesia,Asia,1997,66.041,199278000,3119.335603,8.04537531
Indonesia,Asia,2002,68.588,211060000,2873.91287,7.96342975
Indonesia,Asia,2007,70.65,223547000,3540.651564,8.172066047
Iran,Asia,1952,44.869,17272000,3035.326002,8.018074112
Iran,Asia,1957,47.181,19792000,3290.257643,8.098721152
Iran,Asia,1962,49.325,22874000,4187.329802,8.339818531
Iran,Asia,1967,52.469,26538000,5906.731805,8.683847963
Iran,Asia,1972,55.234,30614000,9613.818607,9.170956781
Iran,Asia,1977,57.702,35480679,11888.59508,9.383334823
Iran,Asia,1982,59.62,43072751,7608.334602,8.936999584
Iran,Asia,1987,63.04,51889696,6642.881371,8.80130109
Iran,Asia,1992,65.742,60397973,7235.653188,8.886775917
Iran,Asia,1997,68.042,63327987,8263.590301,9.019614433
Iran,Asia,2002,69.451,66907826,9240.761975,9.131379626
Iran,Asia,2007,70.964,69453570,11605.71449,9.359252884
Iraq,Asia,1952,45.32,5441766,4129.766056,8.325976039
Iraq,Asia,1957,48.437,6248643,6229.333562,8.737024634
Iraq,Asia,1962,51.457,7240260,8341.737815,9.029026845
Iraq,Asia,1967,54.459,8519282,8931.459811,9.097335133
Iraq,Asia,1972,56.95,10061506,9576.037596,9.167019173
Iraq,Asia,1977,60.413,11882916,14688.23507,9.594802117
Iraq,Asia,1982,62.038,14173318,14517.90711,9.58313814
Iraq,Asia,1987,65.044,16543189,11643.57268,9.362509605
Iraq,Asia,1992,59.461,17861905,3745.640687,8.228347959
Iraq,Asia,1997,58.811,20775703,3076.239795,8.031463284
Iraq,Asia,2002,57.046,24001816,4390.717312,8.38724789
Iraq,Asia,2007,59.545,27499638,4471.061906,8.405381222
Ireland,Europe,1952,66.91,2952156,5210.280328,8.558388939
Ireland,Europe,1957,68.9,2878220,5599.077872,8.630357197
Ireland,Europe,1962,70.29,2830000,6631.597314,8.799600976
Ireland,Europe,1967,71.08,2900100,7655.568963,8.943188631
Ireland,Europe,1972,71.28,3024400,9530.772896,9.162281095
Ireland,Europe,1977,72.03,3271900,11150.98113,9.319282767
Ireland,Europe,1982,73.1,3480000,12618.32141,9.442905117
Ireland,Europe,1987,74.36,3539900,13872.86652,9.537690162
Ireland,Europe,1992,75.467,3557761,17558.81555,9.773311413
Ireland,Europe,1997,76.122,3667233,24521.94713,10.1073238
Ireland,Europe,2002,77.783,3879155,34077.04939,10.4363794
Ireland,Europe,2007,78.885,4109086,40675.99635,10.61339343
Israel,Asia,1952,65.39,1620914,4086.522128,8.315449552
Israel,Asia,1957,67.84,1944401,5385.278451,8.591424297
Israel,Asia,1962,69.39,2310904,7105.630706,8.868642806
Israel,Asia,1967,70.75,2693585,8393.741404,9.035241636
Israel,Asia,1972,71.63,3095893,12786.93223,9.456179009
Israel,Asia,1977,73.06,3495918,13306.61921,9.496016875
Israel,Asia,1982,74.45,3858421,15367.0292,9.639979532
Israel,Asia,1987,75.6,4203148,17122.47986,9.748147491
Israel,Asia,1992,76.93,4936550,18051.52254,9.800985311
Israel,Asia,1997,78.269,5531387,20896.60924,9.947342187
Israel,Asia,2002,79.696,6029529,21905.59514,9.994497369
Israel,Asia,2007,80.745,6426679,25523.2771,10.14734614
Italy,Europe,1952,65.94,47666000,4931.404155,8.503379045
Italy,Europe,1957,67.81,49182000,6248.656232,8.740121717
Italy,Europe,1962,69.24,50843200,8243.58234,9.017190278
Italy,Europe,1967,71.06,52667100,10022.40131,9.212577998
Italy,Europe,1972,72.19,54365564,12269.27378,9.414853349
Italy,Europe,1977,73.48,56059245,14255.98475,9.56493208
Italy,Europe,1982,74.98,56535636,16537.4835,9.713384811
Italy,Europe,1987,76.42,56729703,19207.23482,9.863042301
Italy,Europe,1992,77.44,56840847,22013.64486,9.999417761
Italy,Europe,1997,78.82,57479469,24675.02446,10.11354686
Italy,Europe,2002,80.24,57926999,27968.09817,10.23881979
Italy,Europe,2007,80.546,58147733,28569.7197,10.26010268
Jamaica,Americas,1952,58.53,1426095,2898.530881,7.971959295
Jamaica,Americas,1957,62.61,1535090,4756.525781,8.467272803
Jamaica,Americas,1962,65.61,1665128,5246.107524,8.565241657
Jamaica,Americas,1967,67.51,1861096,6124.703451,8.720085618
Jamaica,Americas,1972,69,1997616,7433.889293,8.913804459
Jamaica,Americas,1977,70.11,2156814,6650.195573,8.802401543
Jamaica,Americas,1982,71.21,2298309,6068.05135,8.710792803
Jamaica,Americas,1987,71.77,2326606,6351.237495,8.756404954
Jamaica,Americas,1992,71.766,2378618,7404.923685,8.909900421
Jamaica,Americas,1997,72.262,2531311,7121.924704,8.870933291
Jamaica,Americas,2002,72.047,2664659,6994.774861,8.852918701
Jamaica,Americas,2007,72.567,2780132,7320.880262,8.898485854
Japan,Asia,1952,63.03,86459025,3216.956347,8.076190958
Japan,Asia,1957,65.5,91563009,4317.694365,8.370476827
Japan,Asia,1962,68.73,95831757,6576.649461,8.791280694
Japan,Asia,1967,71.43,100825279,9847.788607,9.195002202
Japan,Asia,1972,73.42,107188273,14778.78636,9.600948077
Japan,Asia,1977,75.38,113872473,16610.37701,9.7177829
Japan,Asia,1982,77.11,118454974,19384.10571,9.872208716
Japan,Asia,1987,78.67,122091325,22375.94189,10.01574164
Japan,Asia,1992,79.36,124329269,26824.89511,10.19708566
Japan,Asia,1997,80.69,125956499,28816.58499,10.26870637
Japan,Asia,2002,82,127065841,28604.5919,10.26132254
Japan,Asia,2007,82.603,127467972,31656.06806,10.36268513
Jordan,Asia,1952,43.158,607914,1546.907807,7.344013254
Jordan,Asia,1957,45.669,746559,1886.080591,7.542256193
Jordan,Asia,1962,48.126,933559,2348.009158,7.761323081
Jordan,Asia,1967,51.629,1255058,2741.796252,7.916368551
Jordan,Asia,1972,56.528,1613551,2110.856309,7.654848978
Jordan,Asia,1977,61.134,1937652,2852.351568,7.955899045
Jordan,Asia,1982,63.739,2347031,4161.415959,8.33361067
Jordan,Asia,1987,65.869,2820042,4448.679912,8.400362682
Jordan,Asia,1992,68.015,3867409,3431.593647,8.140780052
Jordan,Asia,1997,69.772,4526235,3645.379572,8.201215774
Jordan,Asia,2002,71.263,5307470,3844.917194,8.254507346
Jordan,Asia,2007,72.535,6053193,4519.461171,8.416148056
Kenya,Africa,1952,42.27,6464046,853.540919,6.749393484
Kenya,Africa,1957,44.686,7454779,944.4383152,6.850590375
Kenya,Africa,1962,47.949,8678557,896.9663732,6.799018373
Kenya,Africa,1967,50.654,10191512,1056.736457,6.962940624
Kenya,Africa,1972,53.559,12044785,1222.359968,7.108538669
Kenya,Africa,1977,56.155,14500404,1267.613204,7.144891044
Kenya,Africa,1982,58.766,17661452,1348.225791,7.206544778
Kenya,Africa,1987,59.339,21198082,1361.936856,7.216663124
Kenya,Africa,1992,59.285,25020539,1341.921721,7.201857986
Kenya,Africa,1997,54.407,28263827,1360.485021,7.215596548
Kenya,Africa,2002,50.992,31386842,1287.514732,7.160469075
Kenya,Africa,2007,54.11,35610177,1463.249282,7.288414777
"Korea, Dem. Rep.",Asia,1952,50.056,8865488,1088.277758,6.992351687
"Korea, Dem. Rep.",Asia,1957,54.081,9411381,1571.134655,7.359553348
"Korea, Dem. Rep.",Asia,1962,56.656,10917494,1621.693598,7.391226313
"Korea, Dem. Rep.",Asia,1967,59.942,12617009,2143.540609,7.670214231
"Korea, Dem. Rep.",Asia,1972,63.983,14781241,3701.621503,8.216526247
"Korea, Dem. Rep.",Asia,1977,67.159,16325320,4106.301249,8.320277963
"Korea, Dem. Rep.",Asia,1982,69.1,17647518,4106.525293,8.320332522
"Korea, Dem. Rep.",Asia,1987,70.647,19067554,4106.492315,8.320324492
"Korea, Dem. Rep.",Asia,1992,69.978,20711375,3726.063507,8.223107595
"Korea, Dem. Rep.",Asia,1997,67.727,21585105,1690.756814,7.432931527
"Korea, Dem. Rep.",Asia,2002,66.662,22215365,1646.758151,7.406563877
"Korea, Dem. Rep.",Asia,2007,67.297,23301725,1593.06548,7.373415414
"Korea, Rep.",Asia,1952,47.453,20947571,1030.592226,6.937888893
"Korea, Rep.",Asia,1957,52.681,22611552,1487.593537,7.304915017
"Korea, Rep.",Asia,1962,55.292,26420307,1536.344387,7.337161099
"Korea, Rep.",Asia,1967,57.716,30131000,2029.228142,7.615410774
"Korea, Rep.",Asia,1972,62.612,33505000,3030.87665,8.01660718
"Korea, Rep.",Asia,1977,64.766,36436000,4657.22102,8.446174202
"Korea, Rep.",Asia,1982,67.123,39326000,5622.942464,8.634610376
"Korea, Rep.",Asia,1987,69.81,41622000,8533.088805,9.051706686
"Korea, Rep.",Asia,1992,72.244,43805450,12104.27872,9.401314282
"Korea, Rep.",Asia,1997,74.647,46173816,15993.52796,9.679939417
"Korea, Rep.",Asia,2002,77.045,47969150,19233.98818,9.864434211
